category_name,customer_state,segment_label,action_posture,action_sort,current_confidence,growth_confidence,prior_orders,current_orders,prior_gmv,current_gmv,gmv_change,gmv_growth_rate,contribution_to_market_change,current_active_sellers,current_local_active_sellers,current_top_seller_share,current_interstate_gmv_share,current_freight_burden,current_on_time_eligible_orders,current_on_time_rate,current_low_review_rate,current_average_review_score,current_review_coverage,observed_late_orders,excess_late_orders_to_peer_median_scenario,is_high_commercial_scale,passes_strong_execution,fails_execution_guardrail,has_supply_risk_signal
stationery,RJ,stationery × RJ,Monitor,5,medium,exploratory,50,154,5039.35,15873.51,10834.16,2.1499121910563862,0.00256449914197893170,46,4,0.27136405243704763471,0.92884938491864748250,0.17596798458409341740,154,0.83766233766233766234,0.17763157894736842105,3.9868421052631579,0.98701298701298701299,25,15,f,f,t,t
electronics,RJ,electronics × RJ,Monitor,5,medium,exploratory,55,269,5693.22,15164.86,9471.64,1.6636701198970003,0.00224198393351522672,50,4,0.12500675904690185073,0.95733491769788840781,0.26072026449542778196,269,0.81784386617100371747,0.22014925373134328358,3.8134328358208955,0.99628252788104089219,49,31,f,f,t,f
electronics,MG,electronics × MG,Monitor,5,medium,exploratory,42,162,3104.23,14646.41,11542.18,3.7182103130244859,0.00273209097027978043,50,2,0.16953028079918560248,0.97699094863519456304,0.19433099054468323396,162,0.93827160493827160494,0.14197530864197530864,4.0432098765432099,1.00000000000000000000,10,0,f,f,f,t
stationery,MG,stationery × MG,Monitor,5,medium,exploratory,44,146,4165.27,14583.58,10418.31,2.5012328132389977,0.00246606539462870439,51,11,0.20296113848588618158,0.71582492090419499190,0.16481755628795840003,146,0.95205479452054794521,0.09589041095890410959,4.2876712328767123,1.00000000000000000000,7,0,f,t,f,f
auto,PR,auto × PR,Monitor,5,medium,exploratory,41,127,5970.97,14500.17,8529.20,1.4284446245752365,0.00201890373427812625,58,3,0.12954951562636851844,0.94787785246655728864,0.19957682951131150283,127,0.94488188976377952756,0.11023622047244094488,4.2204724409448819,1.00000000000000000000,7,0,f,t,f,f
industry_commerce_and_business,SP,industry_commerce_and_business × SP,Monitor,5,medium,insufficient,4,100,738.79,14294.55,13555.76,18.3485970302792404,0.00320871529392886234,13,9,0.28570329251358035055,0.24423993759859526883,0.14917900182668894326,99,0.95959595959595959596,0.09000000000000000000,4.2800000000000000,1.00000000000000000000,4,0,f,t,f,t
computers_accessories,BA,computers_accessories × BA,Monitor,5,medium,exploratory,59,121,13544.82,13958.09,413.27,0.03051129509288421699,0.000097823048617117811164,48,2,0.27563943204263620596,0.97707494363483829091,0.18594822015532087127,121,0.92561983471074380165,0.13223140495867768595,4.0826446280991736,1.00000000000000000000,9,1,f,f,f,t
pet_shop,RJ,pet_shop × RJ,Monitor,5,medium,exploratory,46,112,7140.69,13304.41,6163.72,0.86318268962803314526,0.00145898294389213201,43,2,0.23207192201683501937,0.76118595262773772005,0.14944316583557089886,112,0.87500000000000000000,0.17117117117117117117,4.0990990990990991,0.99107142857142857143,14,7,f,f,t,f
books_general_interest,SP,books_general_interest × SP,Monitor,5,medium,exploratory,40,132,3331.18,13204.55,9873.37,2.9639256959996158,0.00233707540717882373,30,21,0.63577327512107568982,0.14253268759632096512,0.11785003273519233596,131,0.93893129770992366412,0.06060606060606060606,4.5833333333333333,1.00000000000000000000,8,0,f,t,f,t
sports_leisure,DF,sports_leisure × DF,Monitor,5,medium,exploratory,45,100,4414.98,13145.02,8730.04,1.9773679608967651,0.00206644355348654191,61,1,0.13663729686223375849,0.98782809002953209657,0.15920248126038202660,100,0.95000000000000000000,0.12000000000000000000,4.2400000000000000,1.00000000000000000000,5,0,f,t,f,t
bed_bath_table,BA,bed_bath_table × BA,Monitor,5,medium,exploratory,56,106,6319.08,12758.92,6439.84,1.0191103768270065,0.00152434191063096756,43,0,0.16999871462474880319,1.00000000000000000000,0.21822977779547870629,106,0.81132075471698113208,0.23076923076923076923,3.7115384615384615,0.98113207547169811321,20,13,f,f,t,t
telephony,RS,telephony × RS,Monitor,5,medium,exploratory,72,118,2715.60,12405.73,9690.13,3.5683200765944911,0.00229370159483193025,23,2,0.36636296292116626752,0.91141996480658534403,0.17301859448764833794,118,0.94915254237288135593,0.09322033898305084746,4.0508474576271186,1.00000000000000000000,6,0,f,t,f,t
food,SP,food × SP,Monitor,5,medium,insufficient,24,197,2133.75,11626.22,9492.47,4.4487264206209725,0.00224691449731781235,32,26,0.28318404434115301448,0.03397406895792441567,0.16195464289678815427,197,0.93908629441624365482,0.08163265306122448980,4.3673469387755102,0.99492385786802030457,12,0,f,t,f,t
fashion_bags_accessories,MG,fashion_bags_accessories × MG,Monitor,5,medium,exploratory,70,105,5753.48,10908.40,5154.92,0.89596557214068702768,0.00122019500514761039,35,5,0.31975083421950056837,0.87782809577939936196,0.13968419965093343365,105,0.94285714285714285714,0.05769230769230769231,4.5192307692307692,0.99047619047619047619,6,0,f,t,f,t
telephony,BA,telephony × BA,Monitor,5,medium,exploratory,51,106,4566.93,8488.15,3921.22,0.85861180267707190607,0.00092817212645102404,28,1,0.27143723897433480794,0.72856276102566519206,0.19890162368672397326,106,0.83962264150943396226,0.21904761904761904762,3.6761904761904762,0.99056603773584905660,17,10,f,f,t,t
telephony,PR,telephony × PR,Monitor,5,medium,exploratory,55,119,3012.79,7390.76,4377.97,1.4531281635958696,0.00103628710565558416,30,2,0.31119803646715628704,0.97700101207453631291,0.23228915312230900352,119,0.94117647058823529412,0.12711864406779661017,4.1440677966101695,0.99159663865546218487,7,0,f,t,f,t
drinks,SP,drinks × SP,Monitor,5,medium,insufficient,5,124,349.87,6833.73,6483.86,18.5321976734215566,0.00153476166188347930,22,13,0.40364339826127166277,0.25026888683047179213,0.21087656901349900114,124,0.93548387096774193548,0.11290322580645161290,4.2338709677419355,1.00000000000000000000,8,-0,f,t,f,t
electronics,RS,electronics × RS,Monitor,5,medium,insufficient,24,100,1637.69,5185.23,3547.54,2.1661852975837918,0.00083972022622297800,24,2,0.17815988876096142312,0.79136894602553792214,0.25894796716363303759,100,0.92000000000000000000,0.14141414141414141414,4.0707070707070707,0.99000000000000000000,8,1,f,f,f,f
electronics,PR,electronics × PR,Monitor,5,medium,insufficient,26,106,3290.57,4835.58,1545.01,0.46952655618935321236,0.00036571149210911314,28,3,0.16221425351250522171,0.77266636060203739779,0.27165456919807263904,106,0.98113207547169811321,0.09615384615384615385,4.2307692307692308,0.98113207547169811321,2,0,f,t,f,f
