seller_id,action_posture,action_sort,current_confidence,growth_confidence,prior_orders,current_orders,prior_gmv,current_gmv,gmv_change,gmv_growth_rate,contribution_to_market_change,current_state_reach,current_categories,current_top_category_share,current_freight_burden,current_on_time_eligible_orders,current_on_time_rate,current_median_handling_hours,current_p90_handling_hours,current_low_review_rate,current_average_review_score,current_review_coverage,observed_late_orders,excess_late_orders_to_peer_median_scenario,is_high_commercial_scale,passes_strong_execution,fails_execution_guardrail,has_operating_or_concentration_signal
1c129092bf23f28a5930387c980c0dfc,Monitor,5,medium,insufficient,0,114,0,5418.50,5418.50,,0.00128258569199761139,16,2,0.97071145150872012550,0.23574811634513127050,114,0.96491228070175438596,86.28333333333333,149.04399999999998,0.12280701754385964912,4.2017543859649123,1.00000000000000000000,4,0,f,t,f,t
5656537e588803a555b8eb41f07a944b,Monitor,5,medium,insufficient,11,128,394.46,5083.47,4689.01,11.8871621964204229,0.00110991180873557623,20,10,0.39691391903561937023,0.32231243001119820829,128,0.92968750000000000000,22.99972222222222,77.1703888888889,0.18750000000000000000,3.8984375000000000,1.00000000000000000000,9,-0,f,f,t,f
080102cd0a76b09e0dcf55fcacc60e05,Monitor,5,medium,insufficient,2,104,67.78,4801.23,4733.45,69.8354971968132192,0.00112043097606091975,18,5,0.89350853843702551221,0.27890295168535782032,104,0.95192307692307692308,20.78111111111111,63.70402777777779,0.04807692307692307692,4.4711538461538462,1.00000000000000000000,5,0,f,t,f,f
b2479f944e1b90cf8a5de1bbfde284d6,Monitor,5,medium,insufficient,0,101,0,4666.53,4666.53,,0.00110459068178972289,14,3,0.97879580759150803702,0.32115596946858048101,101,0.88118811881188118812,48.29138888888889,116.99930555555555,0.30000000000000000000,3.4700000000000000,0.99009900990099009901,12,5,f,f,t,f
7040e82f899a04d1b434b795a43b4617,Monitor,5,medium,insufficient,0,120,0,4539.90,4539.90,,0.00107461673583094140,15,9,0.52472521421176677900,0.29105602186219012297,120,0.94166666666666666667,27.974166666666665,91.31016666666667,0.24369747899159663866,3.6890756302521008,0.99166666666666666667,7,0,f,f,t,f
42b729f859728f5079499127a9c2ef37,Monitor,5,medium,insufficient,0,103,0,4096.96,4096.96,,0.00096977065178306431,12,4,0.68263297664609857065,0.24087071885445772774,103,0.92233009708737864078,32.34375,140.0720277777778,0.06862745098039215686,4.4803921568627451,0.99029126213592233010,8,1,f,f,f,f
1da3aeb70d7989d1e6d9b0e887f97c23,Monitor,5,medium,exploratory,53,141,1853.37,4018.97,2165.60,1.1684660914981898,0.00051260820791547979,15,18,0.21589362448587573433,0.36144693169703219164,141,0.94326241134751773050,28.011666666666667,77.63772222222222,0.12056737588652482270,4.1347517730496454,1.00000000000000000000,8,0,f,t,f,f
e5a3438891c0bfdb9394643f95273d8e,Monitor,5,medium,insufficient,24,105,1037.87,3534.50,2496.63,2.4055324848006012,0.00059096464265239393,16,2,0.59261564577733767152,0.30564423131702659749,105,0.80952380952380952381,67.185,122.54738888888889,0.16190476190476190476,4.0380952380952381,1.00000000000000000000,20,13,f,f,t,f
537eb890efff034a88679788b647c564,Monitor,5,medium,insufficient,11,103,320.90,2755.70,2434.80,7.5874104082268620,0.00057632917650194412,15,10,0.34020394092245164568,0.37601894790232591841,103,0.94174757281553398058,24.200833333333332,69.24516666666668,0.11650485436893203883,4.1941747572815534,1.00000000000000000000,6,0,f,t,f,f
92eb0f42c21942b6552362b9b114707d,Deprioritize,6,medium,medium,163,164,3144.20,3076.95,-67.25,-0.02138858851218115896,-0.000015918406899850395143,17,3,0.89277043825866523668,0.41997745472093619460,164,0.92073170731707317073,124.77527777777777,241.46055555555554,0.17283950617283950617,3.8641975308641975,0.98780487804878048780,13,1,f,f,t,t
